asset,date,open,high,low,close,volume
MSFT,2013-12-23,220.23,226.28,220.07,222.42,1690336
MSFT,2013-12-24,222.42,233.06,222.14,229.64,1607322
MSFT,2013-12-25,229.64,242.51,228.94,240.15,3196150
MSFT,2013-12-26,240.15,244.29,238.38,239.75,3394679
MSFT,2013-12-27,239.75,247.95,239.68,243.47,1538793
MSFT,2013-12-28,243.47,247.43,239.90,244.21,3962387
MSFT,2013-12-29,244.21,251.43,240.80,250.35,1761833
MSFT,2013-12-30,250.35,257.37,248.76,253.38,2972727
MSFT,2013-12-31,253.38,257.21,247.80,249.81,1020011
MSFT,2014-01-01,249.81,252.64,244.99,246.99,1463116
MSFT,2014-01-02,246.99,248.42,236.87,241.32,4120447
MSFT,2014-01-03,241.32,249.64,240.79,245.66,4411050
MSFT,2014-01-04,245.66,246.64,237.47,237.54,1261343
MSFT,2014-01-05,237.54,243.80,233.59,241.38,2282989
MSFT,2014-01-06,241.38,245.44,240.14,243.91,3917119
MSFT,2014-01-07,243.91,245.71,240.02,242.50,2958718
MSFT,2014-01-08,242.50,244.27,240.14,240.85,1287355
MSFT,2014-01-09,240.85,243.94,233.62,234.03,2281221
MSFT,2014-01-10,234.03,239.09,230.88,234.72,2213787
MSFT,2014-01-11,234.72,236.83,232.19,233.91,4977100
MSFT,2014-01-12,233.91,235.19,230.14,231.86,3536830
MSFT,2014-01-13,231.86,235.29,230.46,233.27,4119030
MSFT,2014-01-14,233.27,234.84,222.77,222.80,1648294
MSFT,2014-01-15,222.80,225.52,211.16,213.95,4949557
MSFT,2014-01-16,213.95,223.88,211.63,220.03,2588346
MSFT,2014-01-17,220.03,223.90,212.25,213.65,1103881
MSFT,2014-01-18,213.65,213.88,208.11,210.80,4616029
MSFT,2014-01-19,210.80,210.84,207.40,208.03,1979947
MSFT,2014-01-20,208.03,214.77,204.77,214.69,1822086
MSFT,2014-01-21,214.69,221.50,212.94,219.14,2252079
MSFT,2014-01-22,219.14,222.75,217.02,220.41,2156921
MSFT,2014-01-23,220.41,224.09,219.35,222.51,3400045
MSFT,2014-01-24,222.51,228.67,220.64,224.58,1231716
MSFT,2014-01-25,224.58,228.13,219.18,222.30,3931281
MSFT,2014-01-26,222.30,228.14,219.36,224.76,2597006
MSFT,2014-01-27,224.76,228.09,224.46,227.47,1319051
MSFT,2014-01-28,227.47,230.27,217.91,220.72,4990002
MSFT,2014-01-29,220.72,220.89,217.15,217.90,4248143
MSFT,2014-01-30,217.90,229.65,217.49,225.74,3329513
MSFT,2014-01-31,225.74,225.83,221.75,225.50,2161866
MSFT,2014-02-01,225.50,233.56,221.43,230.07,2680724
MSFT,2014-02-02,230.07,232.74,224.45,225.08,2294575
MSFT,2014-02-03,225.08,227.92,219.32,223.15,3035351
MSFT,2014-02-04,223.15,229.14,221.64,225.02,3070816
MSFT,2014-02-05,225.02,229.51,223.81,225.16,2808581
MSFT,2014-02-06,225.16,228.39,217.16,221.17,2860310
MSFT,2014-02-07,221.17,224.19,214.36,214.42,2366673
MSFT,2014-02-08,214.42,224.23,213.20,221.10,3112478
MSFT,2014-02-09,221.10,233.36,217.68,229.85,4412132
MSFT,2014-02-10,229.85,232.32,224.67,227.25,1845585
MSFT,2014-02-11,227.25,229.27,226.16,229.12,3484540
MSFT,2014-02-12,229.12,232.06,222.20,225.95,3143052
MSFT,2014-02-13,225.95,225.95,221.67,222.11,1570260
MSFT,2014-02-14,222.11,225.72,218.22,223.09,1293549
MSFT,2014-02-15,223.09,224.05,222.27,223.54,3499416
MSFT,2014-02-16,223.54,226.71,219.25,222.65,4701848
MSFT,2014-02-17,222.65,224.48,220.03,222.71,3017464
MSFT,2014-02-18,222.71,230.81,220.60,226.97,1440328
MSFT,2014-02-19,226.97,230.52,224.92,226.73,3744270
MSFT,2014-02-20,226.73,233.17,226.45,229.19,2444313
MSFT,2014-02-21,229.19,234.33,227.31,232.98,3774373
MSFT,2014-02-22,232.98,244.57,232.64,240.73,3098981
MSFT,2014-02-23,240.73,247.33,239.20,246.71,2921704
MSFT,2014-02-24,246.71,248.87,241.56,244.79,1011300
MSFT,2014-02-25,244.79,249.31,238.48,239.07,1339888
MSFT,2014-02-26,239.07,240.89,232.40,236.64,1362465
MSFT,2014-02-27,236.64,241.02,233.62,240.92,4821744
MSFT,2014-02-28,240.92,241.59,229.97,234.48,3523914
MSFT,2014-03-01,234.48,242.72,230.79,238.22,3391458
MSFT,2014-03-02,238.22,247.40,235.29,244.87,3392514
MSFT,2014-03-03,244.87,248.82,244.03,244.61,4446710
MSFT,2014-03-04,244.61,253.88,242.19,250.06,4629930
MSFT,2014-03-05,250.06,256.64,248.61,253.25,3372337
MSFT,2014-03-06,253.25,254.79,244.45,244.46,1294487
MSFT,2014-03-07,244.46,248.68,239.41,239.67,3259295
MSFT,2014-03-08,239.67,245.36,239.57,242.39,1758569
MSFT,2014-03-09,242.39,245.81,237.84,239.22,1969142
MSFT,2014-03-10,239.22,243.92,238.98,242.24,2566904
MSFT,2014-03-11,242.24,243.20,239.07,241.78,4806289
MSFT,2014-03-12,241.78,244.03,239.05,239.40,4340425
MSFT,2014-03-13,239.40,242.51,230.37,234.24,3686364
MSFT,2014-03-14,234.24,244.39,232.50,243.26,1357385
MSFT,2014-03-15,243.26,253.18,241.16,249.82,2877667
MSFT,2014-03-16,249.82,254.34,249.37,252.99,2142678
MSFT,2014-03-17,252.99,255.04,239.70,243.69,3357246
MSFT,2014-03-18,243.69,245.13,236.65,238.82,1449647
MSFT,2014-03-19,238.82,251.19,234.83,248.23,1104239
MSFT,2014-03-20,248.23,248.96,241.92,245.07,2976350
MSFT,2014-03-21,245.07,249.21,240.51,247.06,4108483
MSFT,2014-03-22,247.06,257.62,243.02,254.41,1379603
MSFT,2014-03-23,254.41,263.37,251.86,260.13,2021205
MSFT,2014-03-24,260.13,263.38,251.53,255.11,4456717
MSFT,2014-03-25,255.11,261.83,254.72,260.18,4544954
MSFT,2014-03-26,260.18,271.27,258.18,266.05,1384062
MSFT,2014-03-27,266.05,268.79,259.32,264.25,1716801
MSFT,2014-03-28,264.25,268.32,258.76,260.74,2423227
MSFT,2014-03-29,260.74,262.38,256.17,260.94,4879791
MSFT,2014-03-30,260.94,269.48,255.81,267.71,4029625
MSFT,2014-03-31,267.71,276.95,266.01,276.17,2594048
MSFT,2014-04-01,276.17,285.30,272.10,281.91,4363771
MSFT,2014-04-02,281.91,284.08,279.65,282.08,2195558
MSFT,2014-04-03,282.08,296.45,277.19,291.58,2952786
MSFT,2014-04-04,291.58,304.62,288.11,299.82,1338862
MSFT,2014-04-05,299.82,308.33,296.84,302.89,2645260
MSFT,2014-04-06,302.89,304.42,287.38,291.48,4092172
MSFT,2014-04-07,291.48,296.08,291.18,293.03,1337495
MSFT,2014-04-08,293.03,301.76,291.95,301.35,1265984
MSFT,2014-04-09,301.35,303.72,299.53,300.16,2698168
MSFT,2014-04-10,300.16,305.28,291.91,296.72,3487484
MSFT,2014-04-11,296.72,300.80,295.67,297.56,1423860
MSFT,2014-04-12,297.56,305.62,293.98,300.21,2329633
MSFT,2014-04-13,300.21,301.72,295.27,295.87,2026889
MSFT,2014-04-14,295.87,302.42,290.70,300.05,4832116
MSFT,2014-04-15,300.05,300.94,291.39,296.72,4365339
MSFT,2014-04-16,296.72,296.98,287.42,291.56,3713876
MSFT,2014-04-17,291.56,293.25,284.35,285.61,1140408
MSFT,2014-04-18,285.61,292.44,283.93,288.91,2560497
MSFT,2014-04-19,288.91,291.44,278.66,279.15,1457686
MSFT,2014-04-20,279.15,287.70,275.56,285.86,3128780
MSFT,2014-04-21,285.86,299.18,282.95,296.37,2984051
MSFT,2014-04-22,296.37,300.97,290.70,300.30,1636677
MSFT,2014-04-23,300.30,300.82,294.91,299.86,3950202
MSFT,2014-04-24,299.86,304.74,297.68,299.08,1232223
MSFT,2014-04-25,299.08,303.00,292.47,297.97,4347845
MSFT,2014-04-26,297.97,299.41,295.18,297.21,3963261
MSFT,2014-04-27,297.21,298.13,284.38,285.11,4523509
MSFT,2014-04-28,285.11,288.87,281.63,284.22,3795100
MSFT,2014-04-29,284.22,289.07,274.92,278.78,2899274
MSFT,2014-04-30,278.78,281.82,267.56,271.42,3308194
MSFT,2014-05-01,271.42,272.05,260.57,263.54,3399090
MSFT,2014-05-02,263.54,265.13,260.88,262.81,3841841
MSFT,2014-05-03,262.81,264.15,256.40,260.26,2620225
MSFT,2014-05-04,260.26,261.86,252.83,253.88,1574765
MSFT,2014-05-05,253.88,259.02,249.81,254.20,1289975
MSFT,2014-05-06,254.20,256.74,248.07,249.70,4209501
MSFT,2014-05-07,249.70,262.29,247.64,257.63,1639582
MSFT,2014-05-08,257.63,271.60,256.80,266.98,1051027
MSFT,2014-05-09,266.98,268.69,263.17,264.18,1542272
MSFT,2014-05-10,264.18,266.92,256.63,258.00,1255851
MSFT,2014-05-11,258.00,260.19,256.57,258.78,2809095
MSFT,2014-05-12,258.78,265.13,257.39,261.08,4418219
MSFT,2014-05-13,261.08,264.92,253.67,256.94,3454372
MSFT,2014-05-14,256.94,260.88,252.41,256.51,4784943
MSFT,2014-05-15,256.51,261.28,252.86,260.43,1451570
MSFT,2014-05-16,260.43,267.04,256.40,261.83,4244127
MSFT,2014-05-17,261.83,266.34,251.67,254.43,2920213
MSFT,2014-05-18,254.43,256.18,245.44,250.34,2922601
MSFT,2014-05-19,250.34,258.94,249.66,257.74,1352381
MSFT,2014-05-20,257.74,264.99,252.86,259.92,2331162
MSFT,2014-05-21,259.92,270.45,257.56,265.92,4104820
MSFT,2014-05-22,265.92,266.18,256.28,261.46,4319361
MSFT,2014-05-23,261.46,264.38,256.23,259.95,3033027
MSFT,2014-05-24,259.95,270.64,256.12,265.53,3050241
MSFT,2014-05-25,265.53,265.67,258.72,262.20,4151983
MSFT,2014-05-26,262.20,263.94,249.46,253.11,2551288
MSFT,2014-05-27,253.11,258.90,252.00,253.95,3988206
MSFT,2014-05-28,253.95,258.17,251.62,254.25,1202145
MSFT,2014-05-29,254.25,259.32,250.08,255.99,2481668
MSFT,2014-05-30,255.99,264.46,253.67,262.49,2072382
MSFT,2014-05-31,262.49,266.96,255.74,260.75,2273968
MSFT,2014-06-01,260.75,265.93,246.62,249.37,2868153
MSFT,2014-06-02,249.37,251.95,249.22,251.31,2270531
MSFT,2014-06-03,251.31,251.93,249.94,251.80,1909255
MSFT,2014-06-04,251.80,255.90,248.57,249.50,1709759
MSFT,2014-06-05,249.50,253.57,245.29,249.57,3098240
MSFT,2014-06-06,249.57,250.41,244.67,244.78,4621611
MSFT,2014-06-07,244.78,248.81,237.42,242.24,4815696
MSFT,2014-06-08,242.24,253.39,240.61,249.31,2541728
MSFT,2014-06-09,249.31,253.06,246.52,250.27,4133634
MSFT,2014-06-10,250.27,258.22,248.44,255.27,3497139
MSFT,2014-06-11,255.27,260.65,252.05,256.14,4940028
MSFT,2014-06-12,256.14,267.29,255.60,265.96,1997624
MSFT,2014-06-13,265.96,279.11,265.46,274.63,2769581
MSFT,2014-06-14,274.63,277.97,269.11,269.70,3364536
MSFT,2014-06-15,269.70,270.69,262.26,266.80,4122494
MSFT,2014-06-16,266.80,275.24,264.67,270.67,3938326
MSFT,2014-06-17,270.67,272.48,263.80,267.53,1047200
MSFT,2014-06-18,267.53,271.81,265.16,266.82,4788190
MSFT,2014-06-19,266.82,269.00,259.85,264.35,1590465
MSFT,2014-06-20,264.35,268.09,259.55,263.97,4458965
MSFT,2014-06-21,263.97,267.43,258.39,263.61,2251848
MSFT,2014-06-22,263.61,267.24,254.17,255.01,2343562
MSFT,2014-06-23,255.01,260.42,252.77,258.76,1168520
MSFT,2014-06-24,258.76,260.58,246.19,249.28,1345357
MSFT,2014-06-25,249.28,250.63,246.06,246.66,3793767
MSFT,2014-06-26,246.66,253.34,243.01,249.64,3777465
MSFT,2014-06-27,249.64,257.83,246.14,257.45,2474744
MSFT,2014-06-28,257.45,260.81,253.09,257.74,2850606
MSFT,2014-06-29,257.74,261.93,253.86,256.24,3325410
MSFT,2014-06-30,256.24,261.24,248.07,252.81,3419477
MSFT,2014-07-01,252.81,260.83,249.12,256.63,1604298
MSFT,2014-07-02,256.63,260.39,246.70,249.71,1996089
MSFT,2014-07-03,249.71,252.21,238.10,242.48,2886042
MSFT,2014-07-04,242.48,249.79,241.68,248.20,4312629
MSFT,2014-07-05,248.20,249.77,241.76,242.66,3673089
MSFT,2014-07-06,242.66,246.25,237.69,238.36,3521906
MSFT,2014-07-07,238.36,242.33,233.27,237.34,4139632
MSFT,2014-07-08,237.34,244.99,233.71,242.09,3012049
MSFT,2014-07-09,242.09,246.89,239.64,244.10,2637785
MSFT,2014-07-10,244.10,258.45,239.48,255.85,2918631
MSFT,2014-07-11,255.85,255.94,250.21,255.12,4312614
MSFT,2014-07-12,255.12,259.01,249.84,252.75,2511707
MSFT,2014-07-13,252.75,264.86,248.62,259.75,3830481
MSFT,2014-07-14,259.75,263.92,258.29,263.70,4529100
MSFT,2014-07-15,263.70,268.55,252.60,255.57,1340178
MSFT,2014-07-16,255.57,264.59,253.72,259.46,1216917
MSFT,2014-07-17,259.46,259.72,245.75,247.66,3284839
MSFT,2014-07-18,247.66,253.00,247.54,252.32,4149906
MSFT,2014-07-19,252.32,252.93,247.78,250.20,1958133
MSFT,2014-07-20,250.20,257.73,249.43,254.61,2890111
MSFT,2014-07-21,254.61,258.12,244.67,247.44,4468205
MSFT,2014-07-22,247.44,251.80,247.33,251.63,2005053
MSFT,2014-07-23,251.63,261.30,250.48,257.20,4043873
MSFT,2014-07-24,257.20,257.33,249.14,251.65,3972090
MSFT,2014-07-25,251.65,254.90,244.45,245.20,1475184
MSFT,2014-07-26,245.20,258.22,244.49,256.90,2517369
MSFT,2014-07-27,256.90,262.90,253.36,258.21,2224448
MSFT,2014-07-28,258.21,260.42,257.38,259.71,1186141
MSFT,2014-07-29,259.71,261.19,259.27,260.34,1585942
MSFT,2014-07-30,260.34,263.45,259.68,260.90,2580251
MSFT,2014-07-31,260.90,266.50,256.26,263.44,4897023
MSFT,2014-08-01,263.44,267.08,261.46,262.57,1058361
MSFT,2014-08-02,262.57,270.69,258.19,265.49,1614441
MSFT,2014-08-03,265.49,270.07,259.69,263.62,1886016
MSFT,2014-08-04,263.62,268.65,251.79,252.36,3784698
MSFT,2014-08-05,252.36,260.50,249.25,256.50,2162977
MSFT,2014-08-06,256.50,265.83,255.04,260.86,2254067
MSFT,2014-08-07,260.86,265.66,256.20,259.43,2621046
MSFT,2014-08-08,259.43,267.91,259.06,264.84,2699764
MSFT,2014-08-09,264.84,269.81,261.16,269.38,2082762
MSFT,2014-08-10,269.38,272.76,266.79,267.78,2804954
MSFT,2014-08-11,267.78,268.21,256.38,259.19,3502288
MSFT,2014-08-12,259.19,271.03,255.17,267.60,2602829
MSFT,2014-08-13,267.60,271.53,264.81,269.95,2270573
MSFT,2014-08-14,269.95,272.25,265.16,270.12,4927437
MSFT,2014-08-15,270.12,273.86,265.29,269.37,2384422
MSFT,2014-08-16,269.37,269.98,262.24,267.52,1826442
MSFT,2014-08-17,267.52,271.88,266.91,270.44,4011396
MSFT,2014-08-18,270.44,278.82,266.12,275.21,1135529
MSFT,2014-08-19,275.21,279.67,273.42,279.39,2253400
MSFT,2014-08-20,279.39,284.68,271.89,276.92,1391792
MSFT,2014-08-21,276.92,276.96,269.71,274.19,2392315
MSFT,2014-08-22,274.19,275.17,270.10,275.01,3556663
MSFT,2014-08-23,275.01,287.82,272.89,284.13,4448643
MSFT,2014-08-24,284.13,294.25,282.74,290.31,3723665
MSFT,2014-08-25,290.31,292.20,273.10,278.42,3553300
MSFT,2014-08-26,278.42,281.79,269.59,272.38,2545850
MSFT,2014-08-27,272.38,287.77,271.53,285.93,4104131
MSFT,2014-08-28,285.93,294.28,284.97,294.18,1471805
MSFT,2014-08-29,294.18,303.07,288.47,299.69,3535881
MSFT,2014-08-30,299.69,300.43,290.51,293.44,4377044
MSFT,2014-08-31,293.44,298.95,286.66,291.08,1229687
MSFT,2014-09-01,291.08,298.36,291.07,297.25,1082481
MSFT,2014-09-02,297.25,299.33,296.08,296.16,1511867
MSFT,2014-09-03,296.16,309.48,292.70,303.81,1236812
MSFT,2014-09-04,303.81,313.70,302.16,308.38,3130183
MSFT,2014-09-05,308.38,317.42,306.07,316.84,1801919
MSFT,2014-09-06,316.84,332.80,311.40,330.99,3870258
MSFT,2014-09-07,330.99,338.58,325.91,333.01,1599023
MSFT,2014-09-08,333.01,339.34,331.37,332.66,4343344
MSFT,2014-09-09,332.66,338.08,324.27,325.50,1830931
MSFT,2014-09-10,325.50,333.99,323.02,330.08,3549840
MSFT,2014-09-11,330.08,345.40,324.10,339.29,3865987
MSFT,2014-09-12,339.29,354.70,333.10,350.81,3071297
MSFT,2014-09-13,350.81,356.07,346.15,349.17,2564675
MSFT,2014-09-14,349.17,354.05,338.24,341.32,3406936
MSFT,2014-09-15,341.32,351.86,338.16,345.50,4763408
MSFT,2014-09-16,345.50,349.75,332.18,337.60,2797457
MSFT,2014-09-17,337.60,341.42,331.93,332.11,2406537
MSFT,2014-09-18,332.11,333.57,327.64,328.18,3667647
MSFT,2014-09-19,328.18,329.31,321.33,327.47,3639926
MSFT,2014-09-20,327.47,331.76,321.24,326.59,4045912
MSFT,2014-09-21,326.59,329.34,326.53,326.80,4600910
MSFT,2014-09-22,326.80,329.56,325.44,328.43,4650995
MSFT,2014-09-23,328.43,338.69,326.94,337.63,2576975
MSFT,2014-09-24,337.63,339.05,336.49,337.48,1903414
MSFT,2014-09-25,337.48,339.86,335.18,338.86,3388374
MSFT,2014-09-26,338.86,344.98,331.55,336.87,4636802
MSFT,2014-09-27,336.87,339.61,332.85,338.89,3777637
MSFT,2014-09-28,338.89,343.83,334.90,337.16,3746998
MSFT,2014-09-29,337.16,340.42,335.57,336.42,3131182
MSFT,2014-09-30,336.42,341.95,333.43,337.27,4726348
MSFT,2014-10-01,337.27,338.14,331.08,337.81,1925654
MSFT,2014-10-02,337.81,344.00,337.13,339.84,1928112
MSFT,2014-10-03,339.84,340.04,335.73,337.26,2157237
MSFT,2014-10-04,337.26,339.07,336.12,338.59,3440022
MSFT,2014-10-05,338.59,350.99,335.18,345.52,4880811
MSFT,2014-10-06,345.52,347.50,343.14,345.16,4416606
MSFT,2014-10-07,345.16,345.17,339.94,343.92,1200930
MSFT,2014-10-08,343.92,354.71,339.54,349.59,4060307
MSFT,2014-10-09,349.59,352.41,342.48,342.52,3412199
MSFT,2014-10-10,342.52,355.86,338.28,354.33,4011792
MSFT,2014-10-11,354.33,359.97,352.84,356.51,3799519
MSFT,2014-10-12,356.51,368.90,354.17,362.69,4224783
MSFT,2014-10-13,362.69,369.25,353.22,354.77,1412634
MSFT,2014-10-14,354.77,369.57,348.50,363.83,1575986
MSFT,2014-10-15,363.83,368.70,356.95,366.40,1828426
MSFT,2014-10-16,366.40,368.55,354.45,360.81,4122241
MSFT,2014-10-17,360.81,362.33,350.47,355.93,2458897
MSFT,2014-10-18,355.93,356.61,349.42,353.92,1752001
MSFT,2014-10-19,353.92,355.22,342.02,345.95,2127890
MSFT,2014-10-20,345.95,355.42,345.16,351.06,3581470
MSFT,2014-10-21,351.06,355.66,343.31,347.01,2066673
MSFT,2014-10-22,347.01,354.09,340.31,353.98,1498744
MSFT,2014-10-23,353.98,357.63,349.08,349.63,4463593
MSFT,2014-10-24,349.63,352.77,333.02,335.84,3378060
MSFT,2014-10-25,335.84,341.50,327.78,329.60,4453781
MSFT,2014-10-26,329.60,336.62,324.10,331.53,2641274
MSFT,2014-10-27,331.53,337.64,329.38,330.21,3145836
MSFT,2014-10-28,330.21,336.25,322.05,326.76,1944135
MSFT,2014-10-29,326.76,326.93,317.95,321.84,2115710
MSFT,2014-10-30,321.84,331.78,317.99,326.66,3539866
MSFT,2014-10-31,326.66,332.79,323.97,330.83,4029711
MSFT,2014-11-01,330.83,331.64,326.00,327.04,2742914
MSFT,2014-11-02,327.04,327.58,314.66,320.28,3887098
MSFT,2014-11-03,320.28,322.64,310.48,313.20,3805011
MSFT,2014-11-04,313.20,327.93,307.48,324.89,1636007
MSFT,2014-11-05,324.89,331.50,318.83,327.10,2764831
MSFT,2014-11-06,327.10,343.23,321.68,341.32,1365892
MSFT,2014-11-07,341.32,343.05,337.69,340.76,3994521
MSFT,2014-11-08,340.76,349.02,336.27,345.75,4591240
MSFT,2014-11-09,345.75,346.79,338.59,339.00,2419295
MSFT,2014-11-10,339.00,343.26,333.25,338.66,2153543
MSFT,2014-11-11,338.66,345.24,334.12,339.23,2937483
MSFT,2014-11-12,339.23,344.37,330.89,332.17,2752336
MSFT,2014-11-13,332.17,338.64,326.47,328.30,3120508
MSFT,2014-11-14,328.30,328.97,321.37,327.01,1611478
MSFT,2014-11-15,327.01,330.02,315.62,317.84,4565050
MSFT,2014-11-16,317.84,319.73,313.64,316.79,4641048
MSFT,2014-11-17,316.79,321.85,311.29,313.13,3922675
MSFT,2014-11-18,313.13,317.75,311.54,311.68,3545635
MSFT,2014-11-19,311.68,323.23,309.39,318.58,1438648
MSFT,2014-11-20,318.58,319.35,313.45,315.09,1636863
MSFT,2014-11-21,315.09,317.71,310.68,315.97,1709566
MSFT,2014-11-22,315.97,319.15,301.47,307.58,1645982
MSFT,2014-11-23,307.58,308.99,302.05,303.74,1753384
MSFT,2014-11-24,303.74,307.65,294.88,299.13,2757416
MSFT,2014-11-25,299.13,311.39,293.74,307.79,1916533
MSFT,2014-11-26,307.79,311.24,296.14,299.67,2627445
MSFT,2014-11-27,299.67,303.91,287.46,288.87,4257954
MSFT,2014-11-28,288.87,294.05,285.29,290.87,3543148
MSFT,2014-11-29,290.87,291.75,284.55,287.51,4227469
MSFT,2014-11-30,287.51,290.12,285.15,285.28,1455311
MSFT,2014-12-01,285.28,286.90,282.34,285.21,2098417
MSFT,2014-12-02,285.21,288.02,283.78,287.71,4899235
MSFT,2014-12-03,287.71,293.02,283.85,291.63,2852847
MSFT,2014-12-04,291.63,304.02,290.30,298.84,2189319
MSFT,2014-12-05,298.84,300.95,296.22,299.01,2734707
MSFT,2014-12-06,299.01,304.97,295.53,297.49,3029648
MSFT,2014-12-07,297.49,306.73,295.22,303.03,2649942
MSFT,2014-12-08,303.03,304.73,297.00,300.59,3138703
MSFT,2014-12-09,300.59,313.27,296.99,310.36,1017097
MSFT,2014-12-10,310.36,318.55,309.99,315.96,4604722
MSFT,2014-12-11,315.96,323.51,310.13,322.65,4080641
MSFT,2014-12-12,322.65,323.37,311.42,317.00,1091003
MSFT,2014-12-13,317.00,323.02,312.90,322.61,4043445
MSFT,2014-12-14,322.61,334.46,322.52,327.97,2813331
MSFT,2014-12-15,327.97,335.65,323.97,329.10,3955255
MSFT,2014-12-16,329.10,347.55,328.52,342.16,1513098
MSFT,2014-12-17,342.16,349.25,341.45,343.80,3053132
MSFT,2014-12-18,343.80,355.49,339.06,353.85,4781763
MSFT,2014-12-19,353.85,355.92,344.84,350.61,1817279
MSFT,2014-12-20,350.61,352.27,332.99,336.18,1198005
MSFT,2014-12-21,336.18,341.61,331.27,332.74,3115430
MSFT,2014-12-22,332.74,338.05,330.47,333.19,1574638
MSFT,2014-12-23,333.19,338.54,324.26,329.64,2458341
MSFT,2014-12-24,329.64,333.57,321.80,325.03,3976617
MSFT,2014-12-25,325.03,337.77,324.14,332.89,2275087
MSFT,2014-12-26,332.89,336.92,327.04,331.67,3385731
MSFT,2014-12-27,331.67,337.51,330.22,332.55,4923167
MSFT,2014-12-28,332.55,345.01,326.02,342.99,4422339
MSFT,2014-12-29,342.99,364.12,341.55,361.76,2949661
MSFT,2014-12-30,361.76,368.81,348.55,354.31,2134900
MSFT,2014-12-31,354.31,359.53,351.93,355.23,1500258
MSFT,2015-01-01,355.23,367.20,355.15,366.38,1028584
MSFT,2015-01-02,366.38,375.78,360.41,368.96,1703317
MSFT,2015-01-03,368.96,371.55,359.62,364.11,2289476
MSFT,2015-01-04,364.11,365.51,362.51,363.43,2577168
MSFT,2015-01-05,363.43,377.27,360.72,370.10,3875623
MSFT,2015-01-06,370.10,382.43,366.18,381.89,4214326
MSFT,2015-01-07,381.89,386.32,377.86,381.64,1927861
MSFT,2015-01-08,381.64,395.19,375.61,393.73,2381115
MSFT,2015-01-09,393.73,409.55,389.83,405.54,1400519
MSFT,2015-01-10,405.54,409.55,394.04,397.98,1251832
MSFT,2015-01-11,397.98,398.74,390.09,396.38,4879980
MSFT,2015-01-12,396.38,401.01,386.99,393.85,2509176
MSFT,2015-01-13,393.85,401.16,381.45,385.55,1589351
MSFT,2015-01-14,385.55,398.34,384.74,392.94,4689277
MSFT,2015-01-15,392.94,407.58,390.61,401.49,4522510
MSFT,2015-01-16,401.49,407.63,395.62,402.25,4165724
MSFT,2015-01-17,402.25,404.58,380.87,388.34,2585175
MSFT,2015-01-18,388.34,388.70,371.23,375.17,1141251
MSFT,2015-01-19,375.17,375.79,367.82,370.84,1098067
MSFT,2015-01-20,370.84,370.97,369.55,370.67,3920462
MSFT,2015-01-21,370.67,389.33,368.76,385.50,1802191
MSFT,2015-01-22,385.50,391.55,385.14,391.46,1163194
MSFT,2015-01-23,391.46,406.14,386.22,400.81,2633733
MSFT,2015-01-24,400.81,400.83,389.96,396.99,2414807
MSFT,2015-01-25,396.99,399.73,374.98,380.42,1783685
MSFT,2015-01-26,380.42,383.75,372.01,375.13,4215452
MSFT,2015-01-27,375.13,384.55,371.80,378.67,3453032
MSFT,2015-01-28,378.67,389.32,377.47,384.23,1434946
MSFT,2015-01-29,384.23,395.35,381.46,389.88,4647164
MSFT,2015-01-30,389.88,393.40,384.31,384.58,3132858
MSFT,2015-01-31,384.58,390.58,379.11,386.38,3347830
MSFT,2015-02-01,386.38,391.42,381.27,386.75,3645178
MSFT,2015-02-02,386.75,389.59,379.88,388.17,3028996
MSFT,2015-02-03,388.17,389.83,374.15,379.92,2268807
MSFT,2015-02-04,379.92,382.08,373.18,373.21,3759227
MSFT,2015-02-05,373.21,377.85,368.95,377.53,2244673
MSFT,2015-02-06,377.53,384.05,361.56,364.63,2242466
MSFT,2015-02-07,364.63,367.05,359.47,364.47,1408121
MSFT,2015-02-08,364.47,376.30,362.83,373.32,3898886
MSFT,2015-02-09,373.32,394.47,370.06,388.07,2512571
MSFT,2015-02-10,388.07,389.03,387.77,387.92,3109106
MSFT,2015-02-11,387.92,394.48,384.09,391.97,1559514
MSFT,2015-02-12,391.97,396.70,388.70,396.46,2415752
MSFT,2015-02-13,396.46,402.09,386.02,389.91,2951105
MSFT,2015-02-14,389.91,397.47,382.39,390.17,1502953
MSFT,2015-02-15,390.17,395.81,387.72,389.31,4726639
MSFT,2015-02-16,389.31,393.13,383.36,392.97,3516748
MSFT,2015-02-17,392.97,395.32,374.53,374.56,3677642
MSFT,2015-02-18,374.56,384.05,374.33,379.34,1853337
MSFT,2015-02-19,379.34,382.13,367.07,373.70,1845286
MSFT,2015-02-20,373.70,380.92,371.50,371.94,1734672
MSFT,2015-02-21,371.94,375.10,354.96,361.85,4121933
MSFT,2015-02-22,361.85,366.76,361.27,362.12,4059304
MSFT,2015-02-23,362.12,366.78,356.34,363.07,3361521
MSFT,2015-02-24,363.07,364.68,359.66,363.27,1526130
MSFT,2015-02-25,363.27,366.77,356.52,361.25,1139826
MSFT,2015-02-26,361.25,366.20,355.21,357.06,3966815
MSFT,2015-02-27,357.06,362.50,351.59,361.43,4816866
MSFT,2015-02-28,361.43,370.85,354.46,368.42,4561733
MSFT,2015-03-01,368.42,386.08,367.11,379.63,4872734
MSFT,2015-03-02,379.63,391.37,377.54,386.38,3771648
MSFT,2015-03-03,386.38,405.77,382.07,398.10,4210001
MSFT,2015-03-04,398.10,400.57,389.31,396.86,4570674
